"Language_ID","feB","feZ","fFBeD","fFBeS","fFByD","fFByS","fFZeD","fFZeS","fFZyD","fFZyS","fMBeD","fMBeS","fMByD","fMByS","fMZeD","fMZeS","fMZyD","fMZyS","fyB","fyZ","meB","meZ","mFBeD","mFBeS","mFByD","mFByS","mFZeD","mFZeS","mFZyD","mFZyS","mMBeD","mMBeS","mMByD","mMByS","mMZeD","mMZeS","mMZyD","mMZyS","myB","myZ"
"v_kama1373_192","iekiwýt","ierikét","ierikét","iekiwýt","iekypiýt","iekiwýt","ierikét","iekiwýt","iekypiýt","iekiwýt","ierikét","iekiwýt","iekypiýt","iekiwýt","ierikét","iekiwýt","iekypiýt","iekiwýt","iekiwýt","iekypiýt","ierikeýt","iereinýt","iereinýt","ierikeýt","iereinýt","ieriwýt","iereinýt","ierikeýt","iereinýt","ieriwýt","iereinýt","ierikeýt","iereinýt","ieriwýt","iereinýt","ierikeýt","iereinýt","ieriwýt","ieriwýt","iereinýt"
"v_kamb1297_193","mukuwa","mukuwa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwinawa","mwinawa","mukuwa","mukuwa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwibawa","mwinawa","mwinawa"
"v_kaon1241_195","koloja","koloja","koloja","koloja","nkasa","nkasa","koloja","koloja","nkasa","nkasa","koloja","koloja","nkasa","nkasa","koloja","koloja","nkasa","nkasa","nkasa","nkasa","koloja","koloja","koloja","koloja","nkasa","nkasa","koloja","koloja","nkasa","nkasa","koloja","koloja","nkasa","nkasa","koloja","koloja","nkasa","nkasa","nkasa","nkasa"
"v_kapi1249_196","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina","tuahina"
"v_kari1304_199","katya","thurtu","mari","katya","mari","katya","punkali","nyupa","punkali","nyupa","punkali","nyupa","punkali","nyupa","mari","katya","mari","katya","marrkara","katya","katya","thurtu","mari","katya","mari","katya","nyupa","kumpali","nyupa","kumpali","nyupa","kumpali","nyupa","kumpali","mari","katya","mari","katya","marrkara","katya"
"v_kash1277_203","bōi","beni","piter-beni","pitur-boi","piter-beni","pitur-boi","pofter-beni","poftur-boi","pofter-beni","poftur-boi","mamter-beni","mamtur-boi","mamter-beni","mamtur-boi","master-beni","mastur-boi","master-beni","mastur-boi","bōi","beni","bōi","beni","piter-beni","pitur-boi","piter-beni","pitur-boi","pofter-beni","poftur-boi","pofter-beni","poftur-boi","mamter-beni","mamtur-boi","mamter-beni","mamtur-boi","master-beni","mastur-boi","master-beni","mastur-boi","bōi","beni"
"v_kaur1267_204","yanga","yakkana","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","paɲapi","paɲapi","yanga","yakkana","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","kou-wou","paɲapi","paɲapi"
"v_kaya1329_205","kɨwɨt","rɨkiet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","kɨwɨt","kɨpɨʔɨt","rekiʔɨt","rewɨt","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","remiʔuramet","rewiret","rewɨt"
"v_kett1243_209","bisep","bisep","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","bistɨl","bistɨl","bisep","bisep","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","amdus","amdun","bistɨl","bistɨl"
"v_khan1273_207","yiwpux","yiwewi","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","apsʸi","apsʸi","yiwpux","yiwewi","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","aspux","apsʸi","apsʸi"
"v_kiku1240_210","mokoro wakwa","mokoro wakwa","mwana wa baba m'uk'ur'u","mwana wa baba m'uk'ur'u","mwana wa baba munyinyi","mwana wa baba munyinyi","mwana wa tata","mwana wa tata","mwana wa tata","mwana wa tata","mwana wa mama","mwana wa mama","mwana wa mama","mwana wa mama","mwana wa tata","mwana wa tata","mwana wa tata","mwana wa tata","moruna wakwa","moruna wakwa","mokoro wakwa","mokoro wakwa","mwana wa baba m'uk'ur'u","mwana wa baba m'uk'ur'u","mwana wa baba munyinyi","mwana wa baba munyinyi","mwana wa tata","mwana wa tata","mwana wa tata","mwana wa tata","mwana wa mama","mwana wa mama","mwana wa mama","mwana wa mama","mwana wa tata","mwana wa tata","mwana wa tata","mwana wa tata","moruna wakwa","moruna wakwa"
"v_komc1235_214","wayn-nì ɨ lwema","jè mtì i lema","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wayn-nì ɨ twelà","jè mtì i telà","wayn-nì ɨ lwema","jè mtì i lema","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn lù msɨ̀ nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wà yn wà yn-nà nì","wayn-nì ɨ twelà","jè mtì i telà"
"v_komi1268_215","vok","čoy","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","ičötdžɩk vok","ičötdžɩk čoy","vok","čoy","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","voga vok","ičötdžɩk vok","ičötdžɩk čoy"
"v_komo1260_216","phuméape","phuméadi","aoa","aoa","aoa","aoa","ayane","ayane","ayane","ayane","auwani","ayane","auwani","ayane","aoa","aoa","aoa","aoa","motwape","motwadi","phuméape","phuméadi","aoa","aoa","aoa","aoa","ayane","ayane","ayane","ayane","auwani","ayane","auwani","ayane","aoa","aoa","aoa","aoa","motwape","motwadi"
"v_kuka1246_220","kurranyutyanu","kurranyutyanu","katiwa","katiwa","katiwa","katiwa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","katiwa","katiwa","katiwa","katiwa","kulyarri","marlatyanu","kurranyutyanu","kurranyutyanu","katiwa","katiwa","katiwa","katiwa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","ngarrumpa","katiwa","katiwa","katiwa","katiwa","kulyarri","marlatyanu"
"v_kumy1244_222","эр къардаш","къызардаш","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","гиччи къардаш","гиччи къызардаш","эр къардаш","къызардаш","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","уьзукъари","гиччи къардаш","гиччи къызардаш"
"v_kunz1243_29","vats","jats","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","g'it-ina vats","g'it-ina jats","vats","jats","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","vatsg-al","g'it-ina vats","g'it-ina jats"
"v_kwas1243_226","miun ntumba","kali tumbå","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","ndtem","kali ndembî","miun ntumba","kali tumbå","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","miun","ndtem","kali ndembî"
"v_lahn1241_229","bhrā","bhéṇ","pitrēr","pitrēr","pitrēr","pitrēr","phupphēr","phupphēr","phupphēr","phupphēr","môlēr","môlēr","môlēr","môlēr","masēr","masēr","masēr","masēr","bhrā","bhéṇ","bhrā","bhéṇ","pitrēr","pitrēr","pitrēr","pitrēr","phupphēr","phupphēr","phupphēr","phupphēr","môlēr","môlēr","môlēr","môlēr","masēr","masēr","masēr","masēr","bhrā","bhéṇ"
"v_lati1261_234","frāter","soror","soror patruelis","frater patruelis","soror patruelis","frater patruelis","amitina","amitinus","amitina","amitinus","consobrina","consobrinu","consobrina","consobrinu","consobrina","consobrinu","consobrina","consobrinu","frāter minor","soror minor","frāter","soror","soror patruelis","frater patruelis","soror patruelis","frater patruelis","amitina","amitinus","amitina","amitinus","consobrina","consobrinu","consobrina","consobrinu","consobrina","consobrinu","consobrina","consobrinu","frāter minor","soror minor"
"v_latv1249_235","brālis","māsa","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","jaunākais brālis","jaunākā māsa","brālis","māsa","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","brālēns","māsīca","jaunākais brālis","jaunākā māsa"
"v_laua1243_236","weka","tuaka","tuaka","weka","tachi","weka","karua","watchi","karua","watchi","karua","watchi","karua","watchi","tuaka","weka","tachi","weka","weka","tachi","tuaka","weka","weka","tuaka","weka","tachi","watchi","karua","watchi","karua","watchi","karua","watchi","karua","weka","tuaka","weka","tachi","tachi","weka"
"v_ling1263_238","tatá mokóló","yaya","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","tatá léki","leki ya mwasi","tatá mokóló","yaya","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","ndeko","tatá mokóló","tatá léki","leki ya mwasi"
"v_lipa1241_239","cìkìsí","сìt'cílà'","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","сìt'cílà'","cìkìsí","cìkìsí","сìt'cílà'"
"v_lith1251_240","brolis","sesuõ","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","brolis","sesuõ","brolis","sesuõ","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","pusseserė","pusbrolis","brolis","sesuõ"
"v_lozi1239_241","muhulwani","kaizeli","kaizeli","muhulwani","kaizeli","munyani","kaizeli","muhulwani","kaizeli","munyani","kaizeli","muhulwani","kaizeli","munyani","kaizeli","muhulwani","kaizeli","munyani","munyani","kaizeli","muhulwani","kaizeli","kaizeli","muhulwani","kaizeli","munyani","kaizeli","muhulwani","kaizeli","munyani","kaizeli","muhulwani","kaizeli","munyani","kaizeli","muhulwani","kaizeli","munyani","munyani","kaizeli"
"v_luba1249_243","mukulu","mukulu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muakunyi","muakunyi","mukulu","mukulu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muan'etu","muakunyi","muakunyi"
"v_luxe1241_249","Brudder","Schwester","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Brudder","Schwester","Brudder","Schwester","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Cousin","Brudder","Schwester"
"v_mace1250_251","bátko","doda","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","brat","sestra","bátko","doda","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","bratučeda","bratučed","brat","sestra"
"v_mait1250_255","bháiyā","didi","pitiaut-bahan","pitiaut-bhai","pitiaut-bahan","pitiaut-bhai","pisiáut bahin","pisiáut bhāy","pisiáut bahin","pisiáut bhāy","mamiáut bahin","mamiáut bhāy","mamiáut bahin","mamiáut bhāy","masiáut bahin","masiáut bhāy","masiáut bahin","masiáut bhāy","bhāy","bahīn","bháiyā","didi","pitiaut-bahan","pitiaut-bhai","pitiaut-bahan","pitiaut-bhai","pisiáut bahin","pisiáut bhāy","pisiáut bahin","pisiáut bhāy","mamiáut bahin","mamiáut bhāy","mamiáut bahin","mamiáut bhāy","masiáut bahin","masiáut bhāy","masiáut bahin","masiáut bhāy","bhāy","bahīn"
"v_mako1251_256","numbumbunu","numbumbunu","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","numbumbunu","numbumbunu","numbumbunu","numbumbunu","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","kaka walikola","numbumbunu","numbumbunu"
"v_mala1479_93","abang","adek","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","abang","adek","abang","adek","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","adek sa pu-pu","abang","adek"
"v_mang1401_260","tuagane","tuakana","tuakana","tugane","teina","tugane","tuakana","tugane","teina","tugane","tuakana","tugane","teina","tugane","tuakana","tugane","teina","tugane","tuagane","teina","tuakana","tue'ine","tue'ine","tuakana","tue'ine","teina","tue'ine","tuakana","tue'ine","teina","tue'ine","tuakana","tue'ine","teina","tue'ine","tuakana","tue'ine","teina","teina","tue'ine"
"v_mans1258_261","yaɣpɨɣ","yaɣaɣi","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","apsʸi","esʸ","yaɣpɨɣ","yaɣaɣi","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","sasɨɣ","apsʸi","esʸ"
"v_mapu1245_262","peɲi","θeya","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","inan peɲi","inan θeya","peɲi","θeya","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","mɨn̯a","inan peɲi","inan θeya"
"v_mara1378_263","aṇṇā","ākkā","chulat-bahiṇa","chulat-bhāū","chulat-bahiṇa","chulat-bhāū","mehuṇi","mehuṇā","mehuṇi","mehuṇā","mahuṇī","mehuṇā","mahuṇī","mehuṇā","māus-bahiṇa","māwas bhāū","māus-bahiṇa","māwas bhāū","bhāū","bahiṇa","aṇṇā","ākkā","chulat-bahiṇa","chulat-bhāū","chulat-bahiṇa","chulat-bhāū","mehuṇi","mehuṇā","mehuṇi","mehuṇā","mahuṇī","mehuṇā","mahuṇī","mehuṇā","māus-bahiṇa","māwas bhāū","māus-bahiṇa","māwas bhāū","bhāū","bahiṇa"
"v_mart1256_266","kurta","tyurtu","marlanku","marlanku","marlanku","marlanku","makurnta","makurnta","makurnta","makurnta","makurnta","makurnta","makurnta","makurnta","marlanku","kurta","marlanku","kurta","marlangu","marlangu","kurta","tyurtu","marlanku","marlanku","marlanku","marlanku","makurnta","makurnta","makurnta","makurnta","makurnta","makurnta","makurnta","makurnta","marlanku","kurta","marlanku","kurta","marlangu","marlangu"
"v_masa1299_268","wandaya umu-khulu","wandayase umu-khulu","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","khi-khy-anyå-nyinå","khi-khy-anyå-nyinå","khi-khy-anyå-nyinå","khi-khy-anyå-nyinå","wandaya umu-keehe","wandayase umu-keehe","yaaya umu-khulu","wandaya umu-khulu","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","yaaya","khi-khy-anyå-nyinå","khi-khy-anyå-nyinå","khi-khy-anyå-nyinå","khi-khy-anyå-nyinå","yaaya umu-keehe","wandaya umu-keehe"
"v_mbal1257_271","yaaya","yaawa","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","makhuni","galeengi","yaaya","yaawa","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","gisoni","makhuni","galeengi"
"v_mesc1238_85","cìkìs","cílà'","cílà'","cìkìs","cílà'","cìkìs","cìɣóyé","cìkìs","cìɣóyé","cìkìs","cílà'","cìkìs","cílà'","cìkìs","cílà'","cìkìs","cílà'","cìkìs","cìkìs","cílà'","cìkìs","cílà'","cílà'","cìkìs","cílà'","cìkìs","cìɣóyé","cìkìs","cìɣóyé","cìkìs","cílà'","cìkìs","cílà'","cìkìs","cílà'","cìkìs","cílà'","cìkìs","cìkìs","cílà'"
"v_mido1240_279","édí","édí","édí","édí","ánɟínássí","ánɟínúʃí","édí","édí","áɲɲínássí","áɲɲínúʃí","édí","édí","tízzínássí","tízzínúʃí","édí","édí","éŋéʃínássí","éŋéʃínúʃí","úmbèskà","úmbèskà","édí","édí","édí","édí","ánɟínássí","ánɟínúʃí","édí","édí","áɲɲínássí","áɲɲínúʃí","édí","édí","tízzínássí","tízzínúʃí","édí","édí","éŋéʃínássí","éŋéʃínúʃí","úmbèskà","úmbèskà"
"v_moco1246_280","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-anoḳ","l-anoʔo","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-anoḳ","l-anoʔo"
"v_mode1248_281","adhelphos","adelphi","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","adhelphos","adelphi","adhelphos","adelphi","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","exadelphi","exadelphos","adhelphos","adelphi"
