"Language_ID","feB","feZ","fFBeD","fFBeS","fFByD","fFByS","fFZeD","fFZeS","fFZyD","fFZyS","fMBeD","fMBeS","fMByD","fMByS","fMZeD","fMZeS","fMZyD","fMZyS","fyB","fyZ","meB","meZ","mFBeD","mFBeS","mFByD","mFByS","mFZeD","mFZeS","mFZyD","mFZyS","mMBeD","mMBeS","mMByD","mMByS","mMZeD","mMZeS","mMZyD","mMZyS","myB","myZ"
"v_chur1257_335","bratrŭ","sestra","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratrŭ","sestra","bratrŭ","sestra","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratu-čędŭ","bratrŭ","sestra"
"v_coca1259_90","kiwira","paya","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","kiwira","paya","imua","kunia","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","paya","ima","imua","kunia"
"v_cube1242_97","mamicu","mamico","mamico","mamicu","mamico","mamicu","chimaco","chimacu","chimaco","chimacu","chimaco","chimacu","chimaco","chimacu","mamico","mamicu","mamico","mamicu","yócu","yóco","mamicu","mamico","mamico","mamicu","mamico","mamicu","chimaco","chimacu","chimaco","chimacu","chimaco","chimacu","chimaco","chimacu","mamico","mamicu","mamico","mamicu","yócu","yóco"
"v_cusc1236_99","pana","ñaña.","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","pana","ñaña.","wayqe","pana","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","sispa wayqe","wayqe","pana"
"v_czec1258_100","bratr","sestra","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","bratr","sestra","bratr","sestra","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","sestřenice","bratranec","bratr","sestra"
"v_dani1285_102","broder","søster","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","lillebror","lillesøster","broder","søster","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","kusine","fætter","lillebror","lillesøster"
"v_dari1249_105","barādar","xāhar","doxtær-æmu","pesær-æmu","doxtær-æmu","pesær-æmu","doxtær-æmme","pesær-æmme","doxtær-æmme","pesær-æmme","doxtær-dayi","pesær-dayi","doxtær-dayi","pesær-dayi","doxtær-xale","pesær-xale","doxtær-xale","pesær-xale","barādar","xāhar","barādar","xāhar","doxtær-æmu","pesær-æmu","doxtær-æmu","pesær-æmu","doxtær-æmme","pesær-æmme","doxtær-æmme","pesær-æmme","doxtær-dayi","pesær-dayi","doxtær-dayi","pesær-dayi","doxtær-xale","pesær-xale","doxtær-xale","pesær-xale","barādar","xāhar"
"v_digo1243_112","mvyere","mvyere","mwenenu","mwenenu","mwenenu","mwenenu","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mwenenu","mwenenu","mwenenu","mwenenu","mdide","mdide","mvyere","mvyere","mwenenu","mwenenu","mwenenu","mwenenu","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mkpwoi","mwenenu","mwenenu","mwenenu","mwenenu","mdide","mdide"
"v_dutc1256_120","broer","zus","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","broer","zus","broer","zus","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","broer","zus"
"v_east2295_126","bruder","švester","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","yingerer bruder","yingere švester","bruder","švester","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","švester'kind","yingerer bruder","yingere švester"
"v_east2447_141","Tuanga'ane","Taina","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Tuanga'ane","Taina","Taina","Tuanga'ane","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Tuanga'ane","Taina","Taina","Tuanga'ane"
"v_elam1244_128","ME i-gi","šutu: ME","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","ME i-gi","šutu: ME","ME i-gi","šutu: ME","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","iza: OE i-za","ME i-gi","šutu: ME"
"v_enap1235_351","yakó","ñaʔtsú","ñaʔtsú","-yako","ñaʔtsú","-yako","maté","puamó","maté","puamó","maté","puamó","maté","puamó","ñaʔtsú","yakó","ñaʔtsú","yakó","yakó","ñaʔtsú","yakó","ñaʔtsú","ñaʔtsú","-yako","ñaʔtsú","-yako","maté","puamó","maté","puamó","maté","puamó","maté","puamó","ñaʔtsú","yakó","ñaʔtsú","yakó","yakó","ñaʔtsú"
"v_erzy1239_132","lʸelʸa","patʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","yalaks","sazor̃","lʸelʸa","patʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","lʸelʸa","yalaks","sazor̃"
"v_esto1258_133","wend","əde","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","noor̃em wend","noor̃em əde","wend","əde","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","nəbu","noor̃em wend","noor̃em əde"
"v_fang1246_135","ntôl","ñkîa","monedzan","ndômzam","monedzan","ndômzam","monedzan","ndômzam","monedzan","ndômzam","monedzan","ndômzam","monedzan","ndômzam","monedzan","ndômzam","monedzan","ndômzam","nzimé","ñgo zam","ntôl","ñkîa","kadzam","monedzan","kadzam","monedzan","kadzam","monedzan","kadzam","monedzan","kadzam","monedzan","kadzam","monedzan","kadzam","monedzan","kadzam","monedzan","nzimé","ñgo zam"
"v_finn1318_137","weli","sisko","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","nuor̃empi weli","nuor̃empi sisar̃","weli","sisko","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","ser̃kku","nuor̃empi weli","nuor̃empi sisar̃"
"v_fris1239_140","broer","sus","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","broerke","suske","broer","sus","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","nicht","neef","broerke","suske"
"v_ghod1238_144","wac̄i","yac̄i","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","mikʼisi wac̄i","mikʼisi yac̄i","wac̄i","yac̄i","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","yacʕal","mikʼisi wac̄i","mikʼisi yac̄i"
"v_giga1238_79","woci","yaci","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","tʼano woci","tʼane yaci","woci","yaci","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","wacab","tʼano woci","tʼane yaci"
"v_goth1244_147","broþar","swistar","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","broþar","swistar","broþar","swistar","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","gadiliggs","broþar","swistar"
"v_guaj1256_148","ikuwɨčiá","harəpihárə","harəpihárə","ikuwɨčiá","harəpihárə","ikuwɨčiá","ɨhi-na","iménə","ɨhi-na","iménə","mɨmɨrə","mɨmɨrə","mɨmɨrə","mɨmɨrə","harəpihárə","ikuwɨčiá","harəpihárə","ikuwɨčiá","ikuwɨčiá","harəpihárə","harəpihárə","haininawai","haininawai","harəpihárə","haininawai","harəpihárə","ɨhi-na","harəwaiya","ɨhi-na","harəwaiya","emeriko","harəwaiya","emeriko","harəwaiya","haininawai","harəpiana","haininawai","harəpiana","harəpihárə","haininawai"
"v_guja1252_150","moṭā bhāi","moṭi ben","pitarāi bahan","pitarāi bhāi","pitarāi bahan","pitarāi bhāi","phoiyāt bahan","phoiyāt bhāi","phoiyāt bahan","phoiyāt bhāi","mauḷāi bahan","mauḷāi bhāi","mauḷāi bahan","mauḷāi bhāi","masiyā bahan","masiyā bhāi","masiyā bahan","masiyā bhāi","bhāi","bahan","moṭā bhāi","moṭi ben","pitarāi bahan","pitarāi bhāi","pitarāi bahan","pitarāi bhāi","phoiyāt bahan","phoiyāt bhāi","phoiyāt bahan","phoiyāt bhāi","mauḷāi bahan","mauḷāi bhāi","mauḷāi bahan","mauḷāi bhāi","masiyā bahan","masiyā bhāi","masiyā bahan","masiyā bhāi","bhāi","bahan"
"v_haus1257_160","ɗan'uwa","yaruwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","kˀane","kˀanwa","ɗan'uwa","yaruwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","ɗan'uwa","kˀane","kˀanwa"
"v_hawa1245_161","Kaikuane","kaikuaʔana","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikuaʔana","Kaikuane","kaikaina","kaikaina","kaikuaʔana","Kaikuahine","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","Kaikuahine","kaikuaʔana","kaikaina","kaikaina"
"v_haya1250_162","mukúlu wange","mukúlu wange","omulúmuna","omulúmuna","omulúmuna","omulúmuna","omwi:wa","omwi:wa","omwi:wa","omwi:wa","ma:wento","malûmi","ma:wento","malûmi","omulúmuna","omulúmuna","omulúmuna","omulúmuna","mutó wange","mutó wange","mukúlu wange","mukúlu wange","omulúmuna","omulúmuna","omulúmuna","omulúmuna","omwi:wa","omwi:wa","omwi:wa","omwi:wa","ma:wento","malûmi","ma:wento","malûmi","omulúmuna","omulúmuna","omulúmuna","omulúmuna","mutó wange","mutó wange"
"v_here1253_164","omu-nene","e-rumbi","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-angu","omu-angu","omu-nene","e-rumbi","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-zamumue","omu-angu","omu-angu"
"v_hidd1238_27","was̄","yas̄","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","hitʼino was̄","hitʼine yas̄","was̄","yas̄","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","was̄ʕal","hitʼino was̄","hitʼine yas̄"
"v_high1278_165","ii-kni-w","ii-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","ii-kni-w","ii-kni-w","ii-kni-w","ii-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","i-wehka-swa-i-kni-w","ii-kni-w","ii-kni-w"
"v_hind1269_166","baṛa bhai","baṛi bahan","caceri bahan","cacera bhai","caceri bahan","cacera bhai","phupheri bahan","phuphera bhai","phupheri bahan","phuphera bhai","mameri bahan","mamera bhai","mameri bahan","mamera bhai","khālājād bahan","khālājād-bhāi","khālājād bahan","khālājād-bhāi","choṭā bhāī","behna","baṛa bhai","baṛi bahan","caceri bahan","cacera bhai","caceri bahan","cacera bhai","phupheri bahan","phuphera bhai","phupheri bahan","phuphera bhai","mameri bahan","mamera bhai","mameri bahan","mamera bhai","khālājād bahan","khālājād-bhāi","khālājād bahan","khālājād-bhāi","choṭā bhāī","behna"
"v_hinu1240_167","essu","essu","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","egʷennu essu","yegʷennu essu","essu","essu","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","egʷennu essu","yegʷennu essu"
"v_hitt1242_168","ŠEŠ","neka-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anniniyami-","anninniyami-","anniniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","ŠEŠ","neka-","ŠEŠ","neka-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","anniniyami-","anninniyami-","anniniyami-","anninniyami-","anninniyami-","anninniyami-","anninniyami-","ŠEŠ","neka-"
"v_hung1274_253","fivér","nővér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","öcz","húg","fivér","nővér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","unokatestvér","öcz","húg"
"v_hunz1247_170","ɨs","ɨs","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","ieru ɨs","yieru ɨs","ɨs","ɨs","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","wacʕal","ieru ɨs","yieru ɨs"
"v_icar1234_104","uc̄i","ruc̄i","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","nuqʼe uc̄i","nuqʼe ruc̄i","uc̄i","ruc̄i","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","kʼʷini uc̄iqʼar","nuqʼe uc̄i","nuqʼe ruc̄i"
"v_icel1247_172","bróðir","systir","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","bróðir","systir","bróðir","systir","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","systkinabörn","bróðir","systir"
"v_igna1246_175","-parape","-parape","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","natimuri","-ati","-parape","-parape","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","-čehi","natimuri","-ati"
"v_ingr1248_176","velloi","siar","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","velloi","siar","velloi","siar","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","seukkoi","velloi","siar"
"v_ingu1240_177","woša","yiša","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","zʕamaɣwola woša","zʕamaɣyola yiša","woša","yiša","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","dä-wešiy woʕ","zʕamaɣwola woša","zʕamaɣyola yiša"
"v_inxo1238_178","xundu is","aqu is","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","micʼikʼi xundu is","micʼikʼi aqu is","xundu is","aqu is","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","wacahaw","micʼikʼi xundu is","micʼikʼi aqu is"
"v_iris1253_179","dearbrāthair","deirbhshiur","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","dearbrāthair","deirbhshiur","dearbrāthair","deirbhshiur","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","col ceathar","dearbrāthair","deirbhshiur"
"v_ital1282_180","fratello","sorella","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","fratello","sorella","fratello","sorella","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","cugina","cugino","fratello","sorella"
"v_iton1250_181","ahmi-ʔyasa","ahmi-yasaʔka","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","ahmi-ʔyasa","ahmi-yasaʔka","ahmi-ʔyasa","ahmi-yasaʔka","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","pataʔweʔname","ahmi-ʔyasa","ahmi-yasaʔka"
"v_jama1262_183","brada ~ brɛda","sɩsta","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","lɩkl brɛda ~ lɩkl brada","lɩkl sɩsta","brada ~ brɛda","sɩsta","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","kɔzɩn","lɩkl brɛda ~ lɩkl brada","lɩkl sɩsta"
"v_jica1244_186","сínà'áˑ'","сílá'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сínà'áˑ'","сílá'","сínà'áˑ'","сílá'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сílá'","sìkìsé'","сínà'áˑ'","сílá'"
"v_jude1256_187","biror","xeher","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","čüklei biror","čüklei xеher","biror","xeher","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","kuxole","čüklei biror","čüklei xеher"
"v_kaiw1246_190","che-kywý","che-ruké","che-ruké","che-kywý","che-kypyý","che-kywykeý","che-ruké","che-kywý","che-kypyý","che-kywykeý","che-ruké","che-kywý","che-kypyý","che-kywykeý","che-ruké","che-kywý","che-kypyý","che-kywykeý","che-kywykeý","che-kypyý","che-rikeý","che-rendý","che-rendý","che-rikeý","chen-rendý-miní","che-riwý","che-rendý","che-rikeý","chen-rendý-miní","che-riwý","che-rendý","che-rikeý","chen-rendý-miní","che-riwý","che-rendý","che-rikeý","chen-rendý-miní","che-riwý","che-riwý","chen-rendý-miní"
"v_kalk1246_191","ngarni","puwa","puwa","thapu","puwa","thapu","kungi","muwangu","kungi","muwangu","kungi","muwangu","kungi","muwangu","puwa","thapu","puwa","thapu","wungkurlu","wungkurlu","ngarni","puwa","puwa","thapu","puwa","thapu","kungi","muwangu","kungi","muwangu","kungi","muwangu","kungi","muwangu","puwa","thapu","puwa","thapu","wungkurlu","wungkurlu"
